bill_id,people_id,position
212618,1494,0
212618,1498,0
212618,1503,0
212618,1504,0
212618,1505,0
212618,1506,0
212618,1510,0
212618,1514,0
212618,1521,0
212618,1524,0
212618,1528,0
212618,1532,0
212618,1534,0
212618,1536,0
212618,1544,0
212618,1545,0
212618,1548,0
212618,1554,0
212618,1555,0
212618,1556,0
212618,1561,0
212618,1565,0
212618,1571,0
212618,1576,0
212618,9547,0
212618,10958,0
212618,10959,0
212618,10960,0
212618,10963,0
212618,10965,0
212618,10968,0
212618,10969,0
212618,10973,0
212619,1502,0
212619,1505,0
212619,1523,0
212619,1556,0
212619,1592,0
212619,1594,0
212619,1598,0
212619,1610,0
212619,10968,0
212620,1547,0
212621,1547,0
212622,1524,0
212623,1498,0
212623,1503,0
212623,1524,0
212623,1532,0
212623,1544,0
212623,1561,0
212623,1563,0
212623,1571,0
212623,1596,0
212623,1597,0
212623,10963,0
212623,11920,0
212624,1556,0
212625,1537,0
212626,1494,0
212626,1506,0
212626,1532,0
212626,1545,0
212626,1554,0
212626,1555,0
212626,1561,0
212626,1571,0
212626,1589,0
212626,1590,0
212626,1609,0
212626,9547,0
212626,10958,0
212626,10965,0
212627,10957,0
212627,10958,0
212628,1556,0
212629,1503,0
212629,1525,0
212629,1539,0
212629,1544,0
212629,1556,0
212629,1565,0
212629,10963,0
212629,10967,0
212630,1541,0
212631,10972,0
212632,1555,0
212633,10971,0
212634,1514,0
212635,1505,0
212635,1573,0
212635,1592,0
212636,1523,0
212637,10967,0
212638,1550,0
212639,1514,0
212639,1538,0
212639,1546,0
212639,10958,0
212640,1562,0
212641,1502,0
212642,1506,0
212642,1511,0
212642,1523,0
212642,1534,0
212642,1536,0
212642,1538,0
212642,1545,0
212642,1550,0
212642,1554,0
212642,1562,0
212642,1573,0
212642,1596,0
212642,1602,0
212642,1603,0
212643,10964,0
212644,10966,0
212645,1537,0
212646,1521,0
212646,1545,0
212646,1554,0
212646,1555,0
212646,1563,0
212647,1494,0
212647,1498,0
212647,1534,0
212647,1538,0
212647,1545,0
212647,1567,0
212647,1582,0
212647,1610,0
212647,10958,0
212648,1498,0
212649,1555,0
212649,10968,0
212650,1512,0
212650,1533,0
212650,1539,0
212650,1550,0
212650,1560,0
212651,10973,0
212652,1563,0
212653,1498,0
212653,1503,0
212653,1531,0
212653,1596,0
212653,10971,0
212654,1538,0
212655,1504,0
212656,1498,0
212657,1571,0
212657,1573,0
212658,1536,0
212659,1494,0
212659,1510,0
212659,1521,0
212659,1538,0
212659,1539,0
212659,1556,0
212659,1590,0
212659,1597,0
212659,1606,0
212659,10958,0
212659,10967,0
212659,10973,0
212659,11609,0
212660,1524,0
212660,1548,0
212661,1528,0
212661,1543,0
212661,13078,0
212662,1536,0
212662,1542,0
212662,1573,0
212663,1494,0
212663,1498,0
212663,1499,0
212663,1502,0
212663,1503,0
212663,1504,0
212663,1505,0
212663,1506,0
212663,1508,0
212663,1509,0
212663,1510,0
212663,1512,0
212663,1514,0
212663,1516,0
212663,1519,0
212663,1520,0
212663,1521,0
212663,1522,0
212663,1523,0
212663,1524,0
212663,1526,0
212663,1528,0
212663,1532,0
212663,1533,0
212663,1534,0
212663,1535,0
212663,1536,0
212663,1537,0
212663,1538,0
212663,1540,0
212663,1541,0
212663,1542,0
212663,1543,0
212663,1544,0
212663,1545,0
212663,1547,0
212663,1548,0
212663,1550,0
212663,1552,0
212663,1553,0
212663,1554,0
212663,1555,0
212663,1556,0
212663,1560,0
212663,1561,0
212663,1562,0
212663,1563,0
212663,1565,0
212663,1567,0
212663,1571,0
212663,1573,0
212663,1575,0
212663,1576,0
212663,1579,0
212663,1582,0
212663,1589,0
212663,1590,0
212663,1591,0
212663,1592,0
212663,1594,0
212663,1597,0
212663,1598,0
212663,1601,0
212663,1602,0
212663,1603,0
212663,1606,0
212663,1609,0
212663,1610,0
212663,9547,0
212663,10957,0
212663,10958,0
212663,10959,0
212663,10960,0
212663,10961,0
212663,10963,0
212663,10965,0
212663,10966,0
212663,10967,0
212663,10968,0
212663,10969,0
212663,10970,0
212663,10971,0
212663,10972,0
212663,10973,0
212663,10975,0
212663,10977,0
212663,11232,0
212663,11609,0
212663,11610,0
212663,11611,0
212663,11612,0
212663,11616,0
212663,11920,0
212663,13078,0
212664,1505,0
212664,1509,0
212664,1519,0
212664,1535,0
212664,1538,0
212664,1555,0
212664,1565,0
212665,1554,0
212666,9547,0
212667,1536,0
212668,1509,0
212668,1571,0
212669,1514,0
212669,1521,0
212669,1538,0
212669,1582,0
212669,1590,0
212669,10958,0
212670,1514,0
212670,1526,0
212670,1546,0
212670,1556,0
212670,1563,0
212670,1598,0
212671,1563,0
212672,9547,0
212673,1536,0
212673,1544,0
212673,1573,0
212673,1578,0
212673,10963,0
212674,1498,0
212674,1506,0
212674,1523,0
212674,1561,0
212674,1565,0
212674,1571,0
212674,1573,0
212674,1610,0
212674,10957,0
212674,10960,0
212674,10965,0
212674,10972,0
212674,11610,0
212675,1528,0
212676,1565,0
212677,1511,0
212677,1512,0
212677,1518,0
212677,1531,0
212677,1533,0
212677,1539,0
212677,1541,0
212677,1542,0
212677,1547,0
212677,1550,0
212677,1552,0
212677,1556,0
212677,1560,0
212677,10964,0
212677,10967,0
212677,11616,0
212678,1518,0
212678,1539,0
212679,1548,0
212680,10964,0
212681,1512,0
212681,1539,0
212681,1547,0
212681,1550,0
212681,1584,0
212682,9547,0
212683,1504,0
212683,1510,0
212683,1520,0
212683,1528,0
212683,1548,0
212683,1555,0
212683,1563,0
212683,1567,0
212683,1571,0
212683,1606,0
212683,10972,0
212683,10975,0
212684,1537,0
212685,1498,0
212686,1494,0
212686,1498,0
212686,1524,0
212686,1565,0
212686,10961,0
212687,1548,0
212687,1555,0
212688,1537,0
212689,1519,0
212689,1523,0
212689,1545,0
212689,1552,0
212689,1565,0
212689,1588,0
212689,10963,0
212690,1521,0
212691,1545,0
212692,1536,0
212693,1533,0
212694,10966,0
212695,1546,0
212696,1498,0
212697,1494,0
212697,1523,0
212697,1529,0
212697,1538,0
212697,1544,0
212697,10966,0
212698,1498,0
212698,1539,0
212699,1510,0
212699,1539,0
212700,1539,0
212701,1523,0
212702,1556,0
212703,1543,0
212704,1543,0
212705,1543,0
212706,1543,0
212707,1543,0
212708,1543,0
212709,1545,0
212710,1504,0
212710,1510,0
212710,1520,0
212710,1528,0
212710,1548,0
212710,1555,0
212710,1563,0
212710,1567,0
212710,1571,0
212710,1606,0
212710,10972,0
212710,10975,0
212711,1544,0
212712,1539,0
212713,1539,0
212714,1539,0
212715,1503,0
212716,1514,0
212716,1522,0
212716,1538,0
212716,1556,0
212716,1563,0
212716,1606,0
212717,1503,0
212717,1516,0
212717,1521,0
212717,1534,0
212717,1538,0
212717,1544,0
212717,1546,0
212717,1556,0
212717,1562,0
212717,1563,0
212717,1582,0
212717,1597,0
212717,9547,0
212717,10965,0
212717,10966,0
212717,11232,0
212718,1521,0
212719,1522,0
212719,1528,0
212719,1539,0
212719,1552,0
212719,1560,0
212719,1562,0
212719,1586,0
212719,10967,0
212719,11232,0
212719,11609,0
212719,11611,0
212719,11615,0
212719,11616,0
212719,11921,0
212720,9547,0
212721,9547,0
212722,9547,0
212723,9547,0
212724,1550,0
212725,1556,0
212726,9547,0
212727,1494,0
212727,1498,0
212727,1502,0
212727,1503,0
212727,1504,0
212727,1505,0
212727,1506,0
212727,1508,0
212727,1509,0
212727,1510,0
212727,1511,0
212727,1512,0
212727,1514,0
212727,1519,0
212727,1521,0
212727,1522,0
212727,1523,0
212727,1524,0
212727,1528,0
212727,1531,0
212727,1532,0
212727,1533,0
212727,1536,0
212727,1537,0
212727,1538,0
212727,1539,0
212727,1543,0
212727,1545,0
212727,1546,0
212727,1547,0
212727,1548,0
212727,1550,0
212727,1552,0
212727,1554,0
212727,1555,0
212727,1556,0
212727,1560,0
212727,1561,0
212727,1562,0
212727,1563,0
212727,1567,0
212727,1571,0
212727,1576,0
212727,9547,0
212727,10957,0
212727,10959,0
212727,10960,0
212727,10963,0
212727,10964,0
212727,10965,0
212727,10966,0
212727,10968,0
212727,10969,0
212727,10970,0
212727,10971,0
212727,10972,0
212727,10973,0
212727,11609,0
212727,11610,0
212727,11611,0
212727,11612,0
212727,11613,0
212727,11614,0
212727,11615,0
212727,11616,0
212727,11920,0
212728,1561,0
212729,1554,0
212730,1554,0
212731,1589,0
212732,1575,0
212733,1525,0
212733,1596,0
212734,1575,0
212734,10977,0
212735,1586,0
212736,1575,0
212736,10977,0
212737,1602,0
212738,1494,0
212738,1498,0
212738,1502,0
212738,1538,0
212738,1556,0
212738,1560,0
212738,1571,0
212738,1575,0
212738,1609,0
212739,1524,0
212739,1544,0
212739,1602,0
212739,1609,0
212739,10977,0
212740,1512,0
212740,1520,0
212740,1579,0
212741,1495,0
212742,1578,0
212743,1579,0
212744,1498,0
212744,1499,0
212744,1502,0
212744,1503,0
212744,1506,0
212744,1521,0
212744,1522,0
212744,1528,0
212744,1533,0
212744,1538,0
212744,1552,0
212744,1573,0
212744,1579,0
212744,1582,0
212744,1586,0
212744,1588,0
212744,1606,0
212744,10957,0
212744,10958,0
212744,10960,0
212744,10963,0
212744,10965,0
212744,10975,0
212744,11232,0
212744,11616,0
212745,1503,0
212745,1506,0
212745,1521,0
212745,1538,0
212745,1582,0
212745,1606,0
212745,10957,0
212745,10960,0
212745,10965,0
212745,10975,0
212746,10975,0
212747,1501,0
212748,1501,0
212749,1501,0
212750,1596,0
212751,1573,0
212751,1591,0
212752,1552,0
212752,11235,0
212753,1601,0
