bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1385398,1051885,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,2,1,0,9
1385398,1056349,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1385398,1081612,2021-05-20,Senate,"Do pass",5,2,0,0,7
1385398,1089539,2021-06-01,Senate,"Senate 3rd Reading SB47 Limón",25,10,5,0,40
1385398,1104494,2021-07-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1385398,1106850,2021-08-26,Assembly,"Do pass",12,4,0,0,16
1385398,1108204,2021-09-08,Assembly,"SB 47 Limón Senate Third Reading By Bennett",52,21,0,7,80
1385398,1108344,2021-09-09,Senate,"Unfinished Business SB47 Limón et al. Concurrence",27,10,0,3,40
1385399,1053495,2021-04-14,Assembly,"Do pass as amended and be re-referred to the Committee on [Local Government]",11,0,0,0,11
1385399,1065087,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1385399,1081479,2021-05-20,Assembly,"Do pass",16,0,0,0,16
1385399,1086950,2021-05-27,Assembly,"AB 9 Wood Assembly Third Reading",78,0,0,0,78
1385399,1104767,2021-07-13,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",8,0,1,0,9
1385399,1106149,2021-08-16,Senate,"Placed on suspense file",7,0,0,0,7
1385399,1106942,2021-08-26,Senate,"Do pass",7,0,0,0,7
1385399,1108303,2021-09-09,Senate,"Assembly 3rd Reading AB9 Wood By Limón",38,0,0,2,40
1385399,1108304,2021-09-09,Assembly,"AB 9 WOOD Concurrence in Senate Amendments",79,0,0,1,80
1385400,1060937,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,0,1,0,7
1385400,1081556,2021-05-20,Assembly,"Do pass",12,4,0,0,16
1385400,1086944,2021-05-27,Assembly,"AB 7 Rodriguez Assembly Third Reading",61,11,6,0,78
1385400,1102495,2021-06-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,1,0,0,5
