bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
661043,1098575,text,5332,text/html,Amended,https://legiscan.com/CA/text/AB7/id/1098575,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_7_bill_20150128_amended_asm_v98.html
661043,1196615,text,5564,text/html,Amended,https://legiscan.com/CA/text/AB7/id/1196615,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_7_bill_20150407_amended_asm_v97.html
661043,1250510,text,5205,text/html,Enrolled,https://legiscan.com/CA/text/AB7/id/1250510,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_7_bill_20150619_enrolled.html
661043,1253283,text,5302,text/html,Chaptered,https://legiscan.com/CA/text/AB7/id/1253283,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_7_bill_20150630_chaptered.html
661003,1052489,text,3892,text/html,Introduced,https://legiscan.com/CA/text/AB8/id/1052489,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_8_bill_20141201_introduced.html
661003,1254315,text,5846,text/html,Amended,https://legiscan.com/CA/text/AB8/id/1254315,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_8_bill_20150706_amended_sen_v98.html
661003,1260717,text,5441,text/html,Enrolled,https://legiscan.com/CA/text/AB8/id/1260717,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_8_bill_20150902_enrolled.html
661003,1263870,text,5549,text/html,Chaptered,https://legiscan.com/CA/text/AB8/id/1263870,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_8_bill_20150928_chaptered.html
661018,1052504,text,162260,text/html,Introduced,https://legiscan.com/CA/text/AB9/id/1052504,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_9_bill_20141201_introduced.html
660974,1052461,text,18527,text/html,Introduced,https://legiscan.com/CA/text/AB10/id/1052461,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_10_bill_20141201_introduced.html
660974,1196743,text,29327,text/html,Amended,https://legiscan.com/CA/text/AB10/id/1196743,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_10_bill_20150407_amended_asm_v98.html
660974,1255449,text,30731,text/html,Amended,https://legiscan.com/CA/text/AB10/id/1255449,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_10_bill_20150714_amended_sen_v97.html
660974,1259903,text,35770,text/html,Amended,https://legiscan.com/CA/text/AB10/id/1259903,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_10_bill_20150827_amended_sen_v96.html
660974,1262213,text,20812,text/html,Enrolled,https://legiscan.com/CA/text/AB10/id/1262213,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_10_bill_20150914_enrolled.html
661062,1052547,text,12464,text/html,Introduced,https://legiscan.com/CA/text/AB11/id/1052547,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_11_bill_20141201_introduced.html
786330,1251169,text,58417,text/html,Introduced,https://legiscan.com/CA/text/ABX11/id/1251169,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_1_bill_20150623_introduced.html
661062,1166903,text,13051,text/html,Amended,https://legiscan.com/CA/text/AB11/id/1166903,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_11_bill_20150311_amended_asm_v98.html
660975,1052462,text,11150,text/html,Introduced,https://legiscan.com/CA/text/AB12/id/1052462,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_12_bill_20141201_introduced.html
786563,1252041,text,24591,text/html,Introduced,https://legiscan.com/CA/text/ABX12/id/1252041,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_2_bill_20150625_introduced.html
660975,1213187,text,12108,text/html,Amended,https://legiscan.com/CA/text/AB12/id/1213187,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_12_bill_20150422_amended_asm_v98.html
660975,1259366,text,7355,text/html,Amended,https://legiscan.com/CA/text/AB12/id/1259366,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_12_bill_20150819_amended_sen_v97.html
660979,1052466,text,12196,text/html,Introduced,https://legiscan.com/CA/text/AB13/id/1052466,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_13_bill_20141201_introduced.html
787111,1254747,text,1362,text/html,Introduced,https://legiscan.com/CA/text/ABX13/id/1254747,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_3_bill_20150709_introduced.html
660979,1154117,text,13325,text/html,Amended,https://legiscan.com/CA/text/AB13/id/1154117,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_13_bill_20150304_amended_asm_v98.html
660979,1240222,text,13414,text/html,Amended,https://legiscan.com/CA/text/AB13/id/1240222,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_13_bill_20150528_amended_asm_v97.html
787111,1260837,text,1410,text/html,Amended,https://legiscan.com/CA/text/ABX13/id/1260837,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_3_bill_20150903_amended_sen_v98.html
660995,1052481,text,5268,text/html,Introduced,https://legiscan.com/CA/text/AB14/id/1052481,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_14_bill_20141201_introduced.html
787110,1254746,text,1325,text/html,Introduced,https://legiscan.com/CA/text/ABX14/id/1254746,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_4_bill_20150709_introduced.html
660995,1123870,text,7961,text/html,Amended,https://legiscan.com/CA/text/AB14/id/1123870,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_14_bill_20150212_amended_asm_v98.html
660995,1186616,text,7130,text/html,Amended,https://legiscan.com/CA/text/AB14/id/1186616,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_14_bill_20150326_amended_asm_v97.html
660995,1284858,text,11667,text/html,Amended,https://legiscan.com/CA/text/AB14/id/1284858,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_14_bill_20160104_amended_asm_v96.html
660984,1052471,text,1425,text/html,Introduced,https://legiscan.com/CA/text/AB15/id/1052471,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_15_bill_20141201_introduced.html
787679,1255922,text,84213,text/html,Introduced,https://legiscan.com/CA/text/ABX15/id/1255922,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_5_bill_20150716_introduced.html
660984,1186679,text,11166,text/html,Amended,https://legiscan.com/CA/text/AB15/id/1186679,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_15_bill_20150326_amended_asm_v98.html
660984,1224104,text,11738,text/html,Amended,https://legiscan.com/CA/text/AB15/id/1224104,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_15_bill_20150506_amended_asm_v97.html
660984,1255733,text,10613,text/html,Amended,https://legiscan.com/CA/text/AB15/id/1255733,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_15_bill_20150715_amended_sen_v96.html
660984,1260627,text,9545,text/html,Amended,https://legiscan.com/CA/text/AB15/id/1260627,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_15_bill_20150901_amended_sen_v95.html
660984,1262140,text,9419,text/html,Enrolled,https://legiscan.com/CA/text/AB15/id/1262140,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_15_bill_20150911_enrolled.html
660984,1264495,text,9521,text/html,Chaptered,https://legiscan.com/CA/text/AB15/id/1264495,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_15_bill_20151004_chaptered.html
661039,1052523,text,1073,text/html,Introduced,https://legiscan.com/CA/text/AB16/id/1052523,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_16_bill_20141201_introduced.html
787711,1255954,text,2572,text/html,Introduced,https://legiscan.com/CA/text/ABX16/id/1255954,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_6_bill_20150716_introduced.html
660964,1052452,text,4345,text/html,Introduced,https://legiscan.com/CA/text/AB17/id/1052452,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_17_bill_20141201_introduced.html
787690,1255933,text,4136,text/html,Introduced,https://legiscan.com/CA/text/ABX17/id/1255933,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_7_bill_20150716_introduced.html
660964,1212230,text,5703,text/html,Amended,https://legiscan.com/CA/text/AB17/id/1212230,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_17_bill_20150421_amended_asm_v98.html
660964,1225276,text,4709,text/html,Amended,https://legiscan.com/CA/text/AB17/id/1225276,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_17_bill_20150507_amended_asm_v97.html
660964,1235104,text,5240,text/html,Amended,https://legiscan.com/CA/text/AB17/id/1235104,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_17_bill_20150521_amended_asm_v96.html
660992,1052479,text,4944,text/html,Introduced,https://legiscan.com/CA/text/AB18/id/1052479,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_18_bill_20141201_introduced.html
787683,1255926,text,6843,text/html,Introduced,https://legiscan.com/CA/text/ABX18/id/1255926,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_8_bill_20150716_introduced.html
660992,1170509,text,5467,text/html,Amended,https://legiscan.com/CA/text/AB18/id/1170509,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_18_bill_20150312_amended_asm_v98.html
660992,1254443,text,5252,text/html,Amended,https://legiscan.com/CA/text/AB18/id/1254443,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_18_bill_20150707_amended_sen_v97.html
661012,1052498,text,1293,text/html,Introduced,https://legiscan.com/CA/text/AB19/id/1052498,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_19_bill_20141201_introduced.html
789461,1258976,text,7315,text/html,Introduced,https://legiscan.com/CA/text/ABX19/id/1258976,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx1_9_bill_20150817_introduced.html
661012,1172755,text,3024,text/html,Amended,https://legiscan.com/CA/text/AB19/id/1172755,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_19_bill_20150316_amended_asm_v98.html
661012,1214482,text,4168,text/html,Amended,https://legiscan.com/CA/text/AB19/id/1214482,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_19_bill_20150423_amended_asm_v97.html
661012,1223949,text,5555,text/html,Amended,https://legiscan.com/CA/text/AB19/id/1223949,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_19_bill_20150506_amended_asm_v96.html
661019,1052505,text,6425,text/html,Introduced,https://legiscan.com/CA/text/AB20/id/1052505,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_20_bill_20141201_introduced.html
661019,1187841,text,24735,text/html,Amended,https://legiscan.com/CA/text/AB20/id/1187841,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_20_bill_20150326_amended_asm_v98.html
661019,1220216,text,18603,text/html,Amended,https://legiscan.com/CA/text/AB20/id/1220216,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_20_bill_20150430_amended_asm_v97.html
661019,1243199,text,18565,text/html,Amended,https://legiscan.com/CA/text/AB20/id/1243199,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_20_bill_20150602_amended_asm_v96.html
661019,1253625,text,19507,text/html,Amended,https://legiscan.com/CA/text/AB20/id/1253625,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_20_bill_20150701_amended_sen_v95.html
661019,1255521,text,19164,text/html,Amended,https://legiscan.com/CA/text/AB20/id/1255521,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_20_bill_20150714_amended_sen_v94.html
661019,1258945,text,19637,text/html,Amended,https://legiscan.com/CA/text/AB20/id/1258945,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_20_bill_20150817_amended_sen_v93.html
661063,1052548,text,11164,text/html,Introduced,https://legiscan.com/CA/text/AB21/id/1052548,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_21_bill_20141201_introduced.html
786964,1253842,text,1685,text/html,Introduced,https://legiscan.com/CA/text/ABX21/id/1253842,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_1_bill_20150702_introduced.html
661063,1222901,text,11121,text/html,Amended,https://legiscan.com/CA/text/AB21/id/1222901,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_21_bill_20150505_amended_asm_v98.html
786964,1260917,text,2422,text/html,Amended,https://legiscan.com/CA/text/ABX21/id/1260917,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_1_bill_20150903_amended_sen_v98.html
661063,1284832,text,20051,text/html,Amended,https://legiscan.com/CA/text/AB21/id/1284832,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_21_bill_20160104_amended_sen_v97.html
661063,1298476,text,11338,text/html,Amended,https://legiscan.com/CA/text/AB21/id/1298476,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_21_bill_20160115_amended_sen_v96.html
661063,1305350,text,11248,text/html,Amended,https://legiscan.com/CA/text/AB21/id/1305350,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_21_bill_20160121_amended_sen_v95.html
786964,1348490,text,65600,text/html,Amended,https://legiscan.com/CA/text/ABX21/id/1348490,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_1_bill_20160222_proposed.html
661063,1316768,text,10986,text/html,Enrolled,https://legiscan.com/CA/text/AB21/id/1316768,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_21_bill_20160128_enrolled.html
786964,1354480,text,59522,text/html,Enrolled,https://legiscan.com/CA/text/ABX21/id/1354480,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_1_bill_20160229_enrolled.html
661063,1323457,text,11088,text/html,Chaptered,https://legiscan.com/CA/text/AB21/id/1323457,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_21_bill_20160203_chaptered.html
786964,1355991,text,59618,text/html,Chaptered,https://legiscan.com/CA/text/ABX21/id/1355991,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_1_bill_20160301_chaptered.html
661059,1052544,text,6250,text/html,Introduced,https://legiscan.com/CA/text/AB22/id/1052544,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_22_bill_20141201_introduced.html
786963,1253841,text,2094,text/html,Introduced,https://legiscan.com/CA/text/ABX22/id/1253841,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_2_bill_20150702_introduced.html
661059,1230013,text,6864,text/html,Amended,https://legiscan.com/CA/text/AB22/id/1230013,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_22_bill_20150514_amended_asm_v98.html
661064,1052549,text,5252,text/html,Introduced,https://legiscan.com/CA/text/AB23/id/1052549,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_23_bill_20141201_introduced.html
787676,1255919,text,16845,text/html,Introduced,https://legiscan.com/CA/text/ABX23/id/1255919,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_3_bill_20150716_introduced.html
661025,1052511,text,2371,text/html,Introduced,https://legiscan.com/CA/text/AB24/id/1052511,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_24_bill_20141201_introduced.html
787672,1255914,text,28914,text/html,Introduced,https://legiscan.com/CA/text/ABX24/id/1255914,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_4_bill_20150716_introduced.html
661025,1172708,text,23895,text/html,Amended,https://legiscan.com/CA/text/AB24/id/1172708,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_24_bill_20150316_amended_asm_v98.html
661025,1203576,text,22986,text/html,Amended,https://legiscan.com/CA/text/AB24/id/1203576,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_24_bill_20150414_amended_asm_v97.html
661025,1213205,text,16865,text/html,Amended,https://legiscan.com/CA/text/AB24/id/1213205,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_24_bill_20150422_amended_asm_v96.html
787672,1260470,text,29621,text/html,Amended,https://legiscan.com/CA/text/ABX24/id/1260470,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_4_bill_20150831_amended_asm_v98.html
660986,1052473,text,16947,text/html,Introduced,https://legiscan.com/CA/text/AB25/id/1052473,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_25_bill_20141201_introduced.html
787692,1255935,text,7371,text/html,Introduced,https://legiscan.com/CA/text/ABX25/id/1255935,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_5_bill_20150716_introduced.html
660986,1181055,text,17581,text/html,Amended,https://legiscan.com/CA/text/AB25/id/1181055,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_25_bill_20150323_amended_asm_v98.html
660986,1197831,text,17128,text/html,Amended,https://legiscan.com/CA/text/AB25/id/1197831,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_25_bill_20150408_amended_asm_v97.html
660986,1261137,text,16852,text/html,Enrolled,https://legiscan.com/CA/text/AB25/id/1261137,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_25_bill_20150904_enrolled.html
660986,1265185,text,16954,text/html,Chaptered,https://legiscan.com/CA/text/AB25/id/1265185,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_25_bill_20151008_chaptered.html
660998,1052484,text,83037,text/html,Introduced,https://legiscan.com/CA/text/AB26/id/1052484,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_26_bill_20141201_introduced.html
787695,1255938,text,93158,text/html,Introduced,https://legiscan.com/CA/text/ABX26/id/1255938,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_6_bill_20150716_introduced.html
787695,1259935,text,89707,text/html,Amended,https://legiscan.com/CA/text/ABX26/id/1259935,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_6_bill_20150827_amended_asm_v98.html
660998,1284809,text,96257,text/html,Amended,https://legiscan.com/CA/text/AB26/id/1284809,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_26_bill_20160104_amended_asm_v98.html
660998,1296069,text,13958,text/html,Amended,https://legiscan.com/CA/text/AB26/id/1296069,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_26_bill_20160113_amended_asm_v97.html
660998,1309519,text,15954,text/html,Amended,https://legiscan.com/CA/text/AB26/id/1309519,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_26_bill_20160125_amended_asm_v96.html
660998,1419815,text,18457,text/html,Amended,https://legiscan.com/CA/text/AB26/id/1419815,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_26_bill_20160620_amended_sen_v95.html
660998,1420844,text,20073,text/html,Amended,https://legiscan.com/CA/text/AB26/id/1420844,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_26_bill_20160623_amended_sen_v94.html
660998,1424223,text,25125,text/html,Amended,https://legiscan.com/CA/text/AB26/id/1424223,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_26_bill_20160801_amended_sen_v93.html
660998,1425297,text,16627,text/html,Amended,https://legiscan.com/CA/text/AB26/id/1425297,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_26_bill_20160815_amended_sen_v92.html
661068,1052553,text,6234,text/html,Introduced,https://legiscan.com/CA/text/AB27/id/1052553,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_27_bill_20141201_introduced.html
787708,1255951,text,21115,text/html,Introduced,https://legiscan.com/CA/text/ABX27/id/1255951,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_7_bill_20150716_introduced.html
661068,1154627,text,7389,text/html,Amended,https://legiscan.com/CA/text/AB27/id/1154627,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_27_bill_20150304_amended_asm_v98.html
661068,1224865,text,5953,text/html,Amended,https://legiscan.com/CA/text/AB27/id/1224865,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/ab_27_bill_20150507_amended_sen_v97.html
787708,1260606,text,10439,text/html,Amended,https://legiscan.com/CA/text/ABX27/id/1260606,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_7_bill_20150901_amended_asm_v98.html
787708,1358928,text,50183,text/html,Amended,https://legiscan.com/CA/text/ABX27/id/1358928,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_7_bill_20160303_amended_asm_v97.html
787708,1367968,text,19500,text/html,Enrolled,https://legiscan.com/CA/text/ABX27/id/1367968,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_7_bill_20160314_enrolled.html
787708,1400421,text,19593,text/html,Chaptered,https://legiscan.com/CA/text/ABX27/id/1400421,http://www.leginfo.ca.gov/pub/15-16/bill/asm/ab_0001-0050/abx2_7_bill_20160504_chaptered.html
