bill_id,people_id,position
59869,1548,0
59870,1515,0
59871,1509,0
59871,1524,0
59871,1526,0
59871,1528,0
59871,1548,0
59871,1555,0
59871,1556,0
59871,1558,0
59872,1501,0
59873,1520,0
59873,1521,0
59873,1569,0
59873,1578,0
59873,1586,0
59874,1559,0
59875,1538,0
59875,1573,0
59875,1590,0
59875,1599,0
59876,1505,0
59876,1562,0
59876,1599,0
59876,1610,0
59877,1498,0
59877,1554,0
59878,1531,0
59879,1498,0
59879,1509,0
59879,1516,0
59879,1519,0
59879,1520,0
59879,1536,0
59879,1540,0
59879,1542,0
59879,1558,0
59879,1582,0
59880,1493,0
59880,1494,0
59880,1495,0
59880,1497,0
59880,1498,0
59880,1500,0
59880,1502,0
59880,1503,0
59880,1505,0
59880,1509,0
59880,1510,0
59880,1511,0
59880,1513,0
59880,1514,0
59880,1515,0
59880,1516,0
59880,1518,0
59880,1519,0
59880,1520,0
59880,1522,0
59880,1528,0
59880,1530,0
59880,1532,0
59880,1533,0
59880,1535,0
59880,1537,0
59880,1538,0
59880,1540,0
59880,1543,0
59880,1545,0
59880,1548,0
59880,1550,0
59880,1551,0
59880,1554,0
59880,1556,0
59880,1558,0
59880,1559,0
59880,1561,0
59880,1562,0
59880,1563,0
59880,1564,0
59880,1565,0
59880,1566,0
59880,1568,0
59880,1570,0
59880,1571,0
59880,1576,0
59880,1578,0
59880,1582,0
59880,1583,0
59880,1590,0
59880,1591,0
59880,1597,0
59880,1598,0
59880,1600,0
59880,1602,0
59880,1603,0
59880,1605,0
59880,1609,0
59880,1610,0
59880,1612,0
59881,1507,0
59881,1538,0
59881,1558,0
59882,1524,0
59883,1524,0
59883,1562,0
59884,1565,0
59885,1565,0
59886,1541,0
59887,1557,0
59888,1502,0
59888,1556,0
59888,1563,0
59888,1566,0
59888,1582,0
59888,1599,0
59888,1600,0
59889,1601,0
59889,1612,0
59890,1567,0
59891,1522,0
59891,1540,0
59891,1558,0
59891,1573,0
59891,1593,0
59892,1502,0
59892,1545,0
59892,1558,0
59892,1559,0
59893,1501,0
59893,1510,0
59893,1514,0
59893,1521,0
59893,1530,0
59893,1543,0
59893,1547,0
59893,1548,0
59893,1549,0
59893,1557,0
59893,1562,0
59894,1535,0
59895,1539,0
59896,1539,0
59897,1565,0
59897,1598,0
59898,1565,0
59898,1598,0
59899,1581,0
59899,1598,0
59900,1542,0
59901,1512,0
59901,1549,0
59902,1512,0
59902,1549,0
59902,1575,0
59903,1526,0
59904,1526,0
59905,1503,0
59905,1505,0
59905,1510,0
59905,1516,0
59905,1519,0
59905,1526,0
59905,1534,0
59905,1540,0
59905,1542,0
59905,1545,0
59905,1548,0
59905,1554,0
59905,1556,0
59905,1558,0
59905,1568,0
59905,1571,0
59905,1573,0
59905,1582,0
59905,1591,0
59905,1592,0
59905,1599,0
59905,1610,0
59906,1558,0
59907,1538,0
59908,1562,0
59909,1513,0
59909,1540,0
59909,1558,0
59909,1559,0
59909,1563,0
59910,1501,0
59911,1501,0
59912,1501,0
